nome_exame_oficial,sinonimos,codigo_tasy,codigo_tuss,terminologia_procedimentos
CULTURA RASTREIO ENTERO ESBL SWAB RETAL,,ESBLR,,
"ETANOL - ALCOOL ETILICO SANGUE, DOSAGEM",,ETANS,,
"ETANOL - ALCOOL ETILICO URINÁRIO, DOSAGEM",,ETANU,,
ENTAMOEBA HISTOLYTICA - PESQUISA,,ETHIS,,
ETOSUXIMIDA,,ETO,,
IGE ESPECIFICO PARA EUROGLYPHUS,,EUROG,,
EVEROLIMUS,,EVEROL,,
IGE ESPECIFICA PARA EPITELIOS (EX1),,EX1,,
RAST EPITELIO DE ANIMAL - EX2,,EX2,,
IGE ESPECIFICA PARA PENAS (EX71),,EX71,,
IGE ESPECIFICA PARA PENAS (EX72),,EX72,,
IGE ESPECIFICA PARA PENAS (EX73),,EX73,,
SEQUENCIAMENTO DE EXOMA - DIVERSOS,,EXOMA,,
TROMBOELASTOGRAMA ( EXTEM ),,EXTEM,,
RAST ALIMENTOS - GERGELIM - F10,,F10,,
RAST (F105) - ALIMENTOS - CHOCOLATE,,F105,,
IGE ESPECIFICA PARA ERVILHA (F12),,F12,,
RAST AMENDOIM F13,,F13,,
IGE ESPECIFICA PARA SOJA (F14),,F14,,
IGE ESPECIFICA PARA FEIJÃO BRANCO (F15),,F15,,
RAST ALIMENTOS - AVELA - F17,,F17,,
RAST CASTANHA DO PARA - F18,,F18,,
RAST ALIMENTOS - AMENDOA - F20,,F20,,
ANTICORPOS IMUNOGLOBULINA IGE ESPECIFICOS - F207 MARISCO,,F207,,
IGE ESPECIFICA PARA LIMÃO (F208),,F208,,
RAST ABACAXI F210,,F210,,
IGE ESPECIFICA PARA ESPINAFRE (F214),,F214,,
RAST PIMENTAO DOCE - PAPRICA F218,,F218,,
RAST CAFE F221,,F221,,
RAST ALIMENTOS - ABOBORA - F225,,F225,,
RAST F23 - ALIMENTOS - CARANGUEJO/SIRI,,F23,,
ANTICORPOS IMUNOGLOBULINA IGG4 ESPECIFICOS - (F232) OVOALBUMINA,,F232,,
IGE ESPECIFICA PARA OVOMUCOIDE (F233),,F233,,
RAST CAMARAO - F24,,F24,,
IGE ESPECIFICA PARA CEREJA (F242),,F242,,
IGE ESPECÍFICO F245 - ALIMENTOS - OVO,,F245,,
IGE ESPECIFICA PARA TOMATE (F25),,F25,,
IGE ESPECIFICA PARA NOZ - F256 NOZ (F256),,F256,,
RAST ALIMENTOS - LULA - F258,,F258,,
RAST UVA F259,,F259,,
RAST CARNE DE PORCO - F26,,F26,,
RAST CARNE DE BOI/VACA - F27,,F27,,
IGE ESP (F283) - ALIMENTOS - GENGIBRE,,F270,,
RAST PIMENTA DO REINO F280,,F280,,
IGE ESP (F283) - ALIMENTOS - OREGANO,,F283,,
IGE ESPECIFICA PARA MAMAO (F293),,F293,,
IGE ESPECIFICA PARA CASTANHA (F299),,F299,,
IGE ESPECIFICA PARA LEITE DE CABRA (F300),,F300,,
F304 IGE - IGE ESPECÍFICO PARA LAGOSTA ESPINHOSA (F304),,F304,,
RAST ALIMENTOS - SARDINHA - F308,,F308,,
RAST CENOURA F31,,F31,,
RAST LARANJA F33,,F33,,
RAST BATATA F35,,F35,,
IGE ESPECIFICA PARA COCO (F36),,F36,,
IGE ESPECIFICA PARA MEXILHÃO AZUL (F37),,F37,,
RAST LOPHIUS GASTROPHYSUS - PESCADO  (F384),,F384,,
RAST ALIMENTOS - PEIXE - SALMÃO BRANCO  (F3844),,F3844,,
RAST ALIMENTOS - PEIXE - ATUM - F40,,F40,,
RAST ALIMENTOS - PEIXE - SALMAO - F41,,F41,,
IGE ESPECIFICOS - F414 PEIXE (TILAPIA) (F414),,F414,,
IGE ESPECÍFICO PARA OMEGA,,F416,,
IGE ESPECIFICOS - F426 - RGAD C 1 (PARVALBUMINA) GADUS MORHU (F426),,F426,,
IGE ESPECIFICA PARA MORANGO (F44),,F44,,
RAST ALHO F47,,F47,,
RAST CEBOLA F48,,F48,,
IGE ESPECIFICA PARA MAÇÃ (F49),,F49,,
FIBROSE CISTICA - DELTA F508 - CFTR - SCREENING - MUTACAO - SANGUE TOTAL,,F508,,
IGE ESPECIFICA PARA POLVO (F59),,F59,,
FATOR V DE LEIDEN (G1691A) E PROTROMBINA (G20210A) - PESQUISA DE MUTAÇÃO,,F5F2,,
IGE ESPECIFICA PARA GEMA DE OVO (F75),,F75,,
RAST ALFA LACTOALBUMINA - F76,,F76,,
RAST BETA LACTOGLOBULINA - F77,,F77,,
RAST CASEINA - F78,,F78,,
IGE ESPECIFICA PARA GLÚTEN (F79),,F79,,
IGE ESPECIFICA PARA QUEIJO CHEDDAR (F81),,F81,,
IGE ESPECIFICA PARA QUEIJO (F82),,F82,,
RAST CARNE DE GALINHA F83,,F83,,
IGE ESPECIFICA PARA KIWI (F84),,F84,,
IGE ESPECIFICA PARA MELÃO (F87),,F87,,
IGE ESPECIFICA PARA MANGA (F91),,F91,,
RAST BANANA F92,,F92,,
IGE ESPECIFICA PARA CHOCOLATE (CACAU - F93),,F93,,
IGE ESPECIFICA PARA PERA (F94),,F94,,
IGE ESPECIFICA PARA PESSEGO (F95),,F95,,
RAST ALIMENTOS - ABACATE - F96,,F96,,
FA2 - ANTICORPOS ANTI-RECEPTOR DA FOSFOLIPASE A2,,FA2,,
FOSFATASE ACIDA TOTAL,,FAC,,
FOSFATASE ALCALINA ISOENZIMAS,,FAI,,
FOSFATASE ALCALINA,,FAL,,
FATOR ANTI NUCLEAR - SANGUE,,FAN,,
FATOR NATRIURETICO ATRIAL,,FANAT,,
FATOR ANTI NUCLEAR - LIQUOR,,FANLI,,
FATOR ANTI NUCLEAR - LIQUIDOS BIOLOGICOS,,FANLQ,,
FOSFATASE ACIDA PROSTATICA,,FAP,,
FATOR X DA COAGULACAO,,FAT10,,
FATOR XI DA COAGULACAO,,FAT11,,
FATOR XII DA COAGULACAO,,FAT12,,
FATOR XIII DA COAGULACAO,,FAT13,,
FATOR II DA COAGULACAO,,FAT2,,
FATOR V DA COAGULACAO,,FAT5A,,
FATOR VII DA COAGULACAO,,FAT7,,
FATOR VIII DA COAGULACAO,,FAT8,,
FATOR VIII DO INIBIDOR,,FAT8I,,
FATOR IX DA COAGULACAO,,FAT9,,
FATOR IX DO INIBIDOR,,FAT9I,,
FATOR VON WILLEBRAND,,FATVW,,
"AFOICAMENTO HEMACIAS, TESTE",,FAZ,,
FENOBARBITAL,,FBB,,
FEBRE AMARELA - DETECÇÃO POR PCR - SANGUE,,FEAMA,,
FERRO - MEDULA OSSEA,,FEMED,,
FENILALANINA,,FENILALA,,
FENOL URINA FINAL DE JORNADA,,FENOLU,,
FENILALANINA - URINA (FENILCETONURIA),,FENU,,
FERRO SÉRICO,,FER,,
FERRITINA - SANGUE,,FET,,
FOSFOLIPIDES,,FFL,,
FIBRINOGENIO,,FIB,,
FIBROSE HEPATICA (FIB4),,FIB4,,
TROMBOELASTOGRAMA ( FIBTEM ),,FIBTEM,,
PESQUISA DE FILARIA BANCROFT,,FILARP,,
FISH PARA LLA (LEUCEMIA LINFOBLÁSTICA AGUDA),,FISHLLA,,
PAINEL LINFOMA NÃO HODGKIN,,FLNH,,
"MUTAÇÃO TIPO ITD NO GENE FLT3, POR PCR E ELETROFORESE CAPILAR (MATRIX) - MEDULA",,FLT3MO,,
"MUTAÇÃO TIPO ITD NO GENE FLT3, POR PCR E ELETROFORESE CAPILAR (MATRIX) - SANGUE",,FLT3SA,,
FLUORETO URINA FINAL DE JORNADA,,FLUOR,,
"FLUORETO SERICO, DOSAGEM - FLUORS",,FLUORS,,
FISH - IGH/FGFR3 - TRANSLOCAÇÃO 4:14[14Q32.33/4P16.3],,FMMP1SA,,
FISH - PAINEL 1 PARA MIELOMA MULTIPLO,,FMMP1SA,,
FENITOINA,,FNI,,
ACIDO FOLICO ERITROCITARIO,,FOERI,,
ACIDO FOLICO,,FOL,,
ACIDO FORMICO,,FOR,,
FOSFORO SÉRICO,,FOS,,
FOSFATASE ALCALINA OSSEA,,FOSA,,
"FOSFATIDILETANOLAMINA, PAINEL DE ANTICORPOS IGA, IGG E IGM, SORO",,FOSFDAGM,,
FOSFORO URINA - AMOSTRA ISOLADA,,FOU,,
FOSFORO URINA 24 HORAS,,FOU24,,
RAST CORANTE VERMELHO - F340,,FR340,,
FRUTOSE SEMEN,,FRU,,
HORMONIO FOLICULO ESTIMULANTE - FSH,,FSH,,
FSH-RH,,FSR,,
TREPONEMA PALLIDUM IGG - (SIFILIS IGG) FTA-ABS,,FTA,,
TREPONEMA PALLIDUM IGG ANTICORPOS (FTA-ABS) LIQUOR,,FTALQ,,
TREPONEMA PALLIDUM IGM - (SIFILIS IGM) FTA-ABS,,FTM,,
TREPONEMA PALLIDUM IGM ANTICORPOS (FTA-ABS) LIQUOR,,FTMLQ,,
FRUTOSAMINA,,FTO,,
ATIVIDADE DE COFATOR RISTOCETINA DO FATOR DE VON WILLEBRAND,,FVOWR,,
IGE ESPECIFICA PARA OLEAGINOSAS (FX1),,FX1,,
IGE ESPECIFICA PARA FRUTOS DO MAR (FX2),,FX2,,
RAST CEREAIS - FX3,,FX3,,
RAST ALIMENTOS FX4,,FX4,,
RAST ALIMENTOS INFANTIS FX5,,FX5,,
RAST AVEIA F7,,FX7,,
RAST PAINEL (FX9) - ALIMENTOS,,FXP,,
GLICOSE BASAL,,G1,,
GLICOSE URINARIA (12 HORAS),,G12,,
GLICEMIA 180 MINUTOS,,G180,,
GLICEMIA 30 MINUTOS,,G2,,
GLICOSE URINARIA (24 HORAS),,G24,,
GLICEMIA 240 MINUTOS,,G240,,
GLICEMIA 60 MINUTOS,,G3,,
GLICEMIA 120 MINUTOS,,G4,,
GLICOSE 6-FOSFATO DEHIDROGENASE - G6P,,G6P,,
GLICOSE 6-FOSFATO DEHIDROGENASE - NEONATAL,,G6PDNN,,
GLICEMIA 90 MINUTOS,,G90,,
HEMOCROMATOSE - MUTACAO G93R,,G93R,,
GASOMETRIA ARTERIAL,,GAA,,
ANTICORPOS ANTI GAD,,GAD,,
"GALACTOMANANA, ASPERGILLUS - SORO",,GALAG,,
"GALACTOMANANA, ASPERGILLUS - DIVERSOS",,GALAGLB,,
GALACTOSE - NEONATAL,,GALNN,,
GASOMETRIA MISTA,,GAM,,
"GARDNERELLA PESQUISA, AMOSTRAS DIVERSAS",,GARDPD,,
GASOMETRIA ARTERIAL SIMPLES,,GAS,,
GASTRINA,,GAT,,
GASOMETRIA VENOSA,,GAV,,
"PAINEL DE 5 MUTAÇÕES DO GENE G6PD, TESTE MOLECULAR, SANGUE TOTAL",,G6P5M,,
GENTAMICINA,,GENT,,
GORDURA FECAL (ESTEATORREIA QUANTITATIVA) - DOSAGEM,,GFE,,
ANTICORPOS ANTI GANGLIOSÍDEOS IGM NO LÍQUOR [GGL-M],,GGMLQ,,
GAMA GT (GGT),,GGT,,
"HIV GENOTIPAGEM (RESISTÊNCIA A MEDICAMENTOS ANTIRETROVIRAIS, HIV-1)",,GHI,,
GIARDIA LAMBLIA - PESQUISA DO ANTIGENO,,GIAAG,,
GIARDIA LAMBLIA - ANTICORPOS IGG ANTI,,GIAIG,,
GIARDIA LAMBLIA - ANTICORPOS IGM ANTI,,GIAIM,,
GIARDIA LAMBLIA - PESQUISA,,GIAP,,
PESQUISA DA MUTACAO 35DELG NO GENE GIB2 (CONEXINA 26),,GIB2,,
SÍNDROME DE GILBERT - UGT1A1,,GILBE,,
GLUCAGON,,GLG,,
GLICOSE SANGUE,,GLI,,
ANTI GLIADINA IGA,,GLIA,,
"CURVA GLICO-INSULINICA, DOSAGEM",,GLICINS,,
ANTI GLIADINA IGG,,GLIG,,
GLICOSE LIQUIDOS CORPORAIS,,GLILC,,
GLICOSE LIQUOR,,GLILQ,,
ANTI GLIADINA IGM,,GLIM,,
GLICOSE URINARIA (AMOSTRA),,GLIU,,
GLUTATIONA PEROXIDASE,,GLPER,,
GORDURA FECAL - PESQUISA,,GPF,,
GLICOSE POS PRANDIAL,,GPR,,
"GANGLIOSÍDEOS IGG ANTICORPOS, PESQUISA",,GQ1BG,,
"GANGLIOSIDEOS IGM ANTICORPOS, PESQUISA",,GQ1BM,,
GLICOSE POS SOBRECARGA,,GSC,,
IGE ESPECIFICA PAINEL POLEN DE GRAMINEAS (GX1),,GX1,,
IGE ESPECIFICA PARA PAINEL PARA PÓLEN DE GRAMÍNEAS (GX2),,GX2,,
INFLUENZA A H1N1 - DETECÇÃO PCR,,H1N1,,
"INFLUENZA A, B, H1N1 - TESTE RAPIDO (3 TESTES)",,H1N1TR,,
IGE ESPECIFICO PO CASEIRO (H2),,H2,,
HERPES TIPO 6 - DNA PCR QUANTITATIVO,,H6QUAN,,
HEMOCULTURA ANAEROBIOS 1º AMOSTRA,,HA1,,
HEMOCULTURA ANAEROBIOS 2º AMOSTRA,,HA2,,
HEMOCULTURA ANAEROBIOS 3º AMOSTRA,,HA3,,
HEMOCULTURA ANAEROBIOS 4º AMOSTRA,,HA4,,
HAEMOPHILUS INFLUENZAE - ANTICORPOS IGG,,HAEIN,,
HAEMOPHILUS INFLUENZAE - LATEX (DIVERSOS),,HAEMINF,,
HEPATITE A - ANTI-HVA IGG,,HAG,,
HAEMOPHILUS INFLUENZAE - LATEX - LIQUOR,,HAINFLQ,,
HEPATITE A - ANTI-HVA IGM,,HAM,,
HORMONIO ANTI-MULLERIANO,,HAMH,,
HANTAVIRUS ANTICORPOS IGG,,HANTG,,
HANTAVIRUS ANTICORPOS IGM,,HANTM,,
HAPTOGLOBINA,,HAP,,
HEPATITE B - ANTI HBC TOTAL (ANTI HBC IGG),,HBC,,
HEPATITE DELTA - ANTICORPOS TOTAIS,,HBD,,
HEPATITE DELTA - ANTICORPOS IGM,,HBDM,,
HEPATITE B - ANTI HBE,,HBE,,
HEMOGLOBINA FETAL,,HBF,,
HEMOGLOBINA S,,HBGS,,
HEPATITE B - ANTI HBC IGM,,HBM,,
HEPATITE B - ANTI HBS,,HBS,,
HEPATITE B - HBS AG,,HBSAG,,
HEPATITE B - HBS AG - NEONATAL,,HBSAGNN,,
HEPATITE B HBSAG - TESTE RAPIDO,,HBSAGTR,,
HEMOGLOBINOPATIAS - NEONATAL,,HBSNN,,
"HEPATITE B PCR QUALITATIVO, SANGUE",,HBVQL,,
"HEPATITE B PCR QUANTITATIVO, SANGUE",,HBVQT,,
HISTOPLASMA CAPSULATUM - ANTIGENO - DIVERSOS,,HCAGMI,,
HISTOPLASMA CAPSULATUM - PCR - URINA,,HCAP,,
HISTOPLASMA CAPSULATUM - ANTIGENO - URINA,,HCAPAGU,,
HISTOPLASMA CAPSULATUM - PCR - DIVERSOS,,HCAPMI,,
HISTOPLASMA CAPSULATUM - PCR - SANGUE,,HCAPSG,,
HEMOCULTURA VIA CATETER,,HCAT,,
"HEMOCULTURA AEROBIA VIA CATETER, SANGUE",,HCATAE,,
"HEMOCULTURA ANAEROBIA VIA CATETER, SANGUE",,HCATAN,,
BETA HCG QUANTITATIVO,,HCG,,
"GONADOTROFINA CORIÔNICA, SUBUNIDADE BETA LIVRE",,HCGB,,
"BETA HCG QUANTITATIVO, GONADOTROFINA CORIÔNICA, LÍQUIDOS BIOLÓGICOS",,HCGLB,,
BETA HCG (TESTE RÁPIDO),,HCGTR,,
HEMATOCRITO,,HCT,,
HEPATITE C - ANTI HCV - NEONATAL,,HCVNN,,
"HEPATITE C - PCR QUALITATIVO, SANGUE",,HCVQL,,
"HEPATITE C - PCR QUANTITATIVO, SANGUE",,HCVQT,,
HEPATITE C - ANTI HCV (TESTE RAPIDO),,HCVTR,,
COLESTEROL HDL - SANGUE,,HDL,,
HIDROXIPROLINA TOTAL URINA 24 H,,HDR,,
HEMOCULTURA AEROBIOS 1º AMOSTRA,,HE1,,
HEMOCULTURA AEROBIOS 2º AMOSTRA,,HE2,,
HEMOCULTURA AEROBIOS 3º AMOSTRA,,HE3,,
HEMOCULTURA AEROBIOS 4º AMOSTRA,,HE4,,
HEMOCULTURA AEROBIOS AMOSTRA UNICA,,HEC,,
HEMOCULTURA ANAEROBIOS - AMOSTRA UNICA,,HECA,,
HEMOCULTURA ANAEROBIOS,,HECA2,,
HEMOCULTURA ANAEROBIOS - 3 AMOSTRAS,,HECA3,,
HEMOCULTURA PARA MICOBACTERIAS - BAAR,,HECBK,,
HEMOCULTURA PARA FUNGOS (ÚNICA AMOSTRA),,HECF,,
HEMOCULTURA PARA FUNGOS 1ª AMOSTRA,,HECF1,,
HEMOCULTURA PARA FUNGOS 2ª AMOSTRA,,HECF2,,
HEMOCULTURA PARA FUNGOS 3ª AMOSTRA,,HECF3,,
HEMATOXILINA FERRICA,,HEF,,
HEMOGLOBINA H - PESQUISA,,HEH,,
HEMOGRAMA,,HEM,,
HEPATITE C - HCV - GENOTIPAGEM,,HEPC,,
TROMBOELASTOGRAMA ( HEPTEM ),,HEPTEM,,
HERPES TIPO 1 + 2 - PCR QUALITATIVO,,HER1P,,
"HERPES VIRUS TIPO 6 DNA PCR, QUALITATIVO",,HER6P,,
"HERPES 6 IGG ANTICORPOS, PESQUISA",,HERG6,,
"HERPES 6 IGM ANTICORPOS, PESQUISA",,HERM6,,
HEPATITE E - IGG,,HEVG,,
HEPATITE E - IGM,,HEVM,,
"HEMOCROMATOSE HFE - PAINEL (3 GENES) - C282Y, H63D E S65C (HEMOCROMATOSE HEREDITÁRIA, MUTAÇÕES DO GENE HFE)",,HFE,,
HEMOGLOBINA,,HGB,,
HGH - HORMONIO DO CRESCIMENTO,,HGH,,
"HAEMOPHILUS INFLUENZAE B ANTIGENO, LIQUOR",,HIBAGLQ,,
"HISTOPLASMA CAPSULATUM ANTICORPOS, PESQUISA (IMUNODIFUSÃO)",,HICAC,,
INATIVADO - HICACD (USAR HCAGMI),,HICACD,,
HISTOPLASMA CAPSULATUM - ANTIGENO - SORO,,HICAP,,
HIDROXICLOROQUINA - DOSAGEM,,HIDCLO,,
HISTAMINA - SANGUE,,HISTP,,
"HIV 1 E 2, SORO",,HIV,,
"HIV 1 + 2, LIQUOR (HIVGLQ)",,HIVGLQ,,
HIV 1 E 2 - NEONATAL,,HIVNN,,
HIV PCR QUALITATIVO,,HIVQL,,
HIV PCR QUANTITATIVO - CARGA VIRAL (HIV-1),,HIVQT,,
HIV 1 E 2 (TESTE RAPIDO),,HIVTR,,
"HLA-B27, ANTIGENO - PCR",,HLA,,
HLA CLASSE I E CLASSE II ALTA RESOLUCAO,,HLA12A,,
GENOTIPAGEM HLA LOCUS A - B - ESTUDO,,HLAAB,,
TIPAGEM HLA DR/DQ MEDIA RESOLUCAO PCR  - SANGUE,,HLAABDR,,
HLA DQ2 E DQ8 - DOENCA CELIACA,,HLADQ28,,
HLA DR 15 - ESTUDO,,HLADR15,,
DETECÇÃO DE HLA DR3,,HLADR3,,
DETECÇÃO DE HLA DR4,,HLADR4,,
HLA-B5701 - ESTUDO MOLECULAR,,HLB57,,
ANTICORPOS ANTI-HMG-COA REDUTASE,,HMGCR,,
"HOMOCISTEINA, DOSAGEM (SORO)",,HOM,,
HERPES SIMPLES I IGG,,HP1G,,
HERPES SIMPLES I IGM,,HP1M,,
HERPES SIMPLES II IGG,,HP2G,,
HERPES SIMPLES II IGM,,HP2M,,
HELICOBACTER PYLORI - ANTICORPOS IGA,,HPA,,
HERPES SIMPLES I/II IGG,,HPG,,
"HERPES SIMPLES 1 E 2 IGG, LIQUOR",,HPGLQ,,
HERPES SIMPLES I/II IGM,,HPM,,
"HERPES SIMPLES 1 E 2 IGM, LIQUOR",,HPMLQ,,
PROLACTINA,,HPR,,
17 HIDROXI-PREGNENOLONA,,HPRE,,
HPV - PCR (HPV ALTO RISCO E TIPAGEM DE HPV 16 E 18) (FEMININO),,HPV,,
HPV - PAPILOMAVIRUS HUMANO (HPV),,HPVC,,
"HPV - HPV, DNA (PESQUISA E TIPAGEM)",,HPVON,,
HELICOBACTER PYLORI FEZES - PESQUISA DE ANTIGENO,,HPYFE,,
HELICOBACTER PYLORI IGG,,HPYG,,
HELICOBACTER PYLORI IGM,,HPYM,,
HERPES SIMPLES 1 E 2 - DETECÇÃO PCR - LIQUOR,,HSVPLQ,,
HERPES SIMPLES 1 E 2 - DETECCAO PCR - DIVERSOS,,HSVQL,,
HERPES SIMPLES 1 E 2 - DETECCAO PCR - SANGUE,,HSVQLS,,
HTLV I E II,,HT2,,
HTLV I E II LIQUOR,,HTLVLQ,,
HTLV I E II - NEONATAL,,HTLVNN,,
HTLV 1 E 2 - PCR QUALITATIVO,,HTLVPC,,
HTLV 1 E 2 - IMUNOBLOT,,HTLVW,,
IGE ESPECIFICO MISTURA PO CASEIRO (HX2),,HX2,,
HERPES ZOSTER IGG (VARICELLA),,HZOG,,
HERPES ZOSTER IGM (VARICELLA),,HZOM,,
RAST BARATA I60,,I60,,
IGE ESPECIFICA PARA FORMIGA (I70),,I70,,
IGE ESPECIFICA PARA MOSQUITO (I71),,I71,,
ANTI TIROSINA FOSFATASE - IA2,,IA2,,
INIBIDOR DO ATIVADOR DE PLASMINOGÊNIO,,IATPL,,
IDENTIFICAÇÃO DE BACTÉRIAS (METAGENÔMICA BACTERIANA),,IDBAC,,
PAINEL METAGENOMICO PARA BACTÉRIAS E FUNGOS,,IDFUNG,,
IDENTIFICAÇÃO DE BACTÉRIAS (METAGENÔMICA FÚNGICA),,IDFUNG,,
IMUNOELETROFORESE PROTEINA URINA 24 HORAS,,IEF,,
IMUNOGLOBULINA IGA,,IGA,,
IGA - IMUNOGLOBULINA A SECRETORA (SALIVA),,IGAS,,
IMUNOGLOBULINA A (IGA) - URINA,,IGAU,,
IGFBP-3 (PROTEINA LIGADORA-3 DE IGF-1),,IGB,,
IMUNOGLOBULINA IGD,,IGD,,
IMUNOGLOBULINA IGE,,IGE,,
PROTEÍNA LIGADORA 2 - IGFBP1,,IGFBP1,,
PROTEÍNA LIGADORA 2 - IGFBP2,,IGFBP2,,
IMUNOGLOBULINA IGG,,IGG,,
IGG - 1 - SUBCLASSE DE IGG,,IGG1,,
IGG - 2 - SUBCLASSE DE IGG,,IGG2,,
IGG - 3 - SUBCLASSE DE IGG,,IGG3,,
IGG - 4 - SUBCLASSE DE IGG,,IGG4,,
IMUNOGLOBULINA IGG - LIQUOR,,IGGLCR,,
IGG SUBCLASSES,,IGGS,,
IMUNOGLOBULINA IGM,,IGM,,
RAST PARACETAMOL,,IGP,,
"QUANTIFERON TB GOLD - INTERFERON GAMMA, DOSAGEM - IGRA",,IGRA,,
INDICE DE HOMA - IR,,IHBIR,,
INDICE DE HOMA - BETA,,IHO,,
ÍNDICE DE IGG,,IIGG,,
IMUNOELETROFORESE PROTEINA SANGUE QUANTITATIVO,,IME,,
IMUNOELETROFORESE DE PROTEINAS SERICAS - QUANTITATIVO,,IMEL,,
IMUNOFENOTIPAGEM - DIVERSOS MATERIAIS,,IMFE,,
IMUNOFENOTIPAGEM - SANGUE TOTAL,,IMFES,,
HEMOGLOBINURIA PAROXISTICA NOTURNA - IMUNOFENOTIPAGEM - HPN,,IMFHPN,,
"IMUNOFENOTIPAGEM - PAINEL PROLIFERATIVO, DIVERSOS",,IMFPPLQ,,
IMUNOELETROFORESE PROTEINA LIQUOR,,IML,,
IMUNOFENOTIPAGEM - MEDULA OSSEA,,IMME,,
IMUNOFENOTIPAGEM PARA PESQUISAS DE DRM,,IMUD,,
IMUNOFENOTIPAGEM - NEOPLASIA HEMATOLÓGICA,,IMUN,,
IMUNOELETROFORESE PROTEINA SANGUE QUALITATIVO,,IMUS,,
IMUNOFIXAÇÃO DE PROTEÍNAS SÉRICAS - QUANTITATIVO,,IMUSS,,
RAST PAINEL (IX1) - INALANTES,,INAL,,
RAST PAINEL (IX6) - INALANTES,,INAL2,,
TESTE DE DISBIOSE (INDICAN) - URINA,,INDU,,
"INFLUENZA A IGG ANTICORPOS, PESQUISA",,INFAACG,,
"INFLUENZA A IGM ANTICORPOS, DOSAGEM",,INFAACM,,
ANTICORPOS IGG ANTI INFLUENZA B,,INFBACG,,
ANTICORPOS IGM ANTI INFLUENZA B,,INFBACM,,
INFLUENZA A E B - PESQUISA,,INFL,,
INFLUENZA A - PESQUISA,,INFLA,,
"INFLUENZA A, B - TESTE RAPIDO",,INFLTR,,
"ATIVIDADE DO COMPLEMENTO C1 ESTERASE INIBIDOR, DOSAGEM (C1A)",,INI,,
INIBINA B,,INIB,,
INSULINA 120 MINUTOS,,INS120,,
INSULINA 180 MINUTOS,,INS180,,
INSULINA 30 MINUTOS,,INS30,,
INSULINA 60 MINUTOS,,INS60,,
INSULINA 90 MINUTOS,,INS90,,
INSULINA,,INSU,,
"IL-6 - INTERLEUCINA 6, DOSAGEM",,INT6,,
TROMBOELASTOGRAMA ( INTEM ),,INTEM,,
IODO - SORO,,IODO,,
IODO PROTEICO,,IODOP,,
IODO - URINA,,IOURI,,
IODO - URINA 24HS,,IOURI24H,,
INSULINA POS PRANDIAL,,IPR,,
TRIPSINA IMUNO REATIVA - IRT - FIBROSE CÍSTICA,,IRT,,
TRIPSINA IMUNO REATIVA - NEONATAL,,IRTNN,,
PESQUISA ISOSPORA BELLI 1ªAMOSTRA,,IS1,,
PESQUISA ISOSPORA BELLI 2ª AMOSTRA,,IS2,,
PESQUISA ISOSPORA BELLI 3ª AMOSTRA,,IS3,,
PERFIL DE ALERGENOS AMPLO A NIVEL MOLECULAR - ISAC,,ISAC,,
INSULINA POS SOBRECARGA,,ISC,,
ISOAGLUTININA,,ISG,,
PESQUISA DE BANDAS OLIGOCLONAIS POR ISOFOCALIZAÇÃO,,ISOFOC,,
INDICE DE SATURAÇÃO DA TRANSFERRINA,,IST,,
INDICE DE TIROXINA LIVRE,,ITL,,
"JAK2 MUTACAO V617F, ESTUDO MOLECULAR (EXON 14)",,JAK14,,
SINDROME MIELOPROLIFERATIVA CRONICA (SMC) (EXON 12 - JAK2),,JAK2,,
"MUTAÇÃO V617F NO GENE JAK2, DETECÇÃO QUANTITATIVA POR QPCR, VÁRIOS MATERIAIS",,JAK2DIV,,
POTASSIO SERICO,,K,,
ANTICORPOS ANTI LEISHMANIOSE VISCERAL,,LEIS,,
K82 - OCUPACIONAIS - LÁTEX,,K82,,
CADEIA LEVE KAPPA/LAMBDA - URINA 24H,,KALAU,,
CADEIA KAPPA LEVE LIVRE - SANGUE,,KAPPA,,
POTASSIO URINA - AMOSTRA ISOLADA,,KU,,
POTASSIO URINA 24 HORAS,,KU24,,
ACIDO LATICO (LACTATO) - GASOMETRIA OU PLASMA FLUORETO,,LAC,,
ACIDO LATICO (LACTATO) - GASOMETRIA - 3 HORAS,,LAC3,,
ACIDO LATICO (LACTATO) - PLASMA FLUORETO - 3HORAS,,LAC3H,,
LACTATO DEHIDROGENASE - ISOENZIMAS,,LACIS,,
ACIDO LATICO (LACTATO) - LIQUIDOS CORPORAIS,,LACLC,,
ACIDO LATICO (LACTATO) - LIQUOR,,LACLQ,,
LACOSAMIDA,,LACOSAMI,,
ACIDO LATICO (LACTATO),,LACSO,,
ACIDO LATICO (LACTATO) - SORO - 3 HORAS,,LACSO3,,
LACTOFERRINA - FEZES,,LACTF,,
TESTE GENÉTICO DE INTOLERÂNCIA A LACTOSE,,LACTG,,
"CADEIA LEVE KAPPA E CADEIA LAMBDA, DOSAGEM (SANGUE)",,LAMBDA,,
LAMOTRIGINA - DOSAGEM,,LAMO,,
LATEX - FATOR REUMATOIDE,,LAT,,
LATEX PARA MENINGITE,,LATMEN,,
ELETROFORESE DE PROTEINAS - LIQUOR,,LC3,,
"LDH, DEHIDROGENASE LATICA",,LDH,,
"LDH ISOENZIMAS, DOSAGEM (SANGUE)",,LDHI,,
"LDH, DEHIDROGENASE LATICA (LIQUIDOS CORPORAIS)",,LDHLC,,
